Artist,Track,Year,PreviousHit,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Label
korn,twisted transistor,2005,1,0.58,0.983,5,-3.291,0,0.0636,0.00043,0.00694,0.0801,0.416,110.053,1
the all-american rejects,"swing, swing",2002,0,0.54,0.691,7,-5.888,1,0.0306,7.78e-05,0.331,0.0413,0.367,127.946,1
ultraviolence,murder academy,2009,0,0.668,0.942,1,-5.945,1,0.0927,0.0246,0.895,0.0721,0.0336,105.206,0
bruno mars,the lazy song,2010,0,0.738,0.804,11,-3.851,1,0.0621,0.332,0,0.279,0.949,174.943,1
noemi,per colpa tua,2009,0,0.612,0.921,0,-2.633,1,0.0594,0.00345,0,0.181,0.644,144.029,0
photek,terminus,2000,0,0.581,0.906,10,-7.805,0,0.0578,0.013,0.847,0.779,0.816,104.827,0
the ataris,whatever lies will help you rest,2007,0,0.313,0.92,7,-4.941,1,0.0662,0.00488,4.39e-05,0.406,0.279,152.237,0
jessica simpson,be,2010,1,0.333,0.298,2,-8.751,1,0.0278,0.534,0,0.279,0.195,99.867,0
gertrudis,quitxalla,2009,0,0.728,0.89,4,-7.888,0,0.0403,0.549,0.00506,0.899,0.818,109.915,0
hannah montana,make some noise,2007,1,0.492,0.737,7,-4.305,1,0.0294,0.00269,0,0.0726,0.442,155.875,1
loudermilk,mai,2002,0,0.457,0.626,6,-6.285,1,0.0406,0.000381,0.319,0.252,0.24,112.517,0
kings of leon,use somebody,2008,0,0.276,0.715,0,-5.356,1,0.0432,0.00552,0.000417,0.201,0.173,137.028,1
pacha massive,take the wheel,2009,0,0.74,0.464,2,-8.546,1,0.0439,0.00949,0.0106,0.209,0.762,102.044,0
shriekback,reason with the beast,2007,0,0.536,0.603,9,-9.855,1,0.238,0.0151,0.0562,0.161,0.326,150.066,0
seventh day slumber,shattered life,2005,0,0.406,0.895,2,-5.282,0,0.0563,0.000429,3.25e-05,0.12,0.278,150.326,0
the black crowes,good morning captain,2009,1,0.318,0.565,7,-12.21,1,0.0358,0.223,0,0.715,0.463,131.953,0
marc anthony,ive got you,2002,0,0.648,0.883,10,-5.745,0,0.06,0.00336,0,0.116,0.636,101.989,1
adele,chasing pavements,2008,0,0.621,0.473,5,-6.07,0,0.0251,0.312,0,0.11,0.325,80.027,1
atb,collides with beauty,2004,0,0.595,0.896,9,-6.789,0,0.0407,0.0418,0.603,0.681,0.797,136.988,0
vilma palma e vampiros,verano traidor,2003,0,0.749,0.693,11,-7.087,0,0.038,0.00325,0.000489,0.389,0.719,102.098,0
mavado,real mckoy feat. busy signal,2007,0,0.745,0.623,7,-5.416,1,0.332,0.0113,0,0.0756,0.568,100.113,0
glee cast,i look to you,2010,1,0.465,0.423,6,-7.032,1,0.0291,0.761,3.86e-05,0.0663,0.0872,101.617,1
beyonce featuring slim thug,check on it,2006,0,0.718,0.733,2,-5.401,1,0.297,0.0141,0,0.308,0.503,166.06,1
busdriver,unsafe sextet/gilded hearts of booklovers,2009,0,0.456,0.869,4,-6.256,0,0.373,0.0597,0,0.711,0.249,86.408,0
fergie,fergalicious,2006,1,0.904,0.598,8,-7.651,0,0.337,0.0568,0,0.111,0.785,129.055,1
walter trout,earrings on the table,2006,0,0.461,0.0894,7,-18.445,1,0.041,0.932,0,0.0876,0.547,79.939,0
cabas,como nuestro amor no hay dos,2008,0,0.714,0.864,0,-5.96,1,0.0662,0.585,0,0.279,0.81,108.061,0
tin hat trio,scrap,2000,0,0.529,0.475,7,-13.761,0,0.0788,0.985,0.9,0.125,0.562,109.099,0
slim whitman,china doll,2010,0,0.551,0.244,4,-8.485,1,0.0268,0.963,0,0.371,0.434,107.394,0
chris standring,through the looking glass (jazz),2002,0,0.775,0.561,8,-9.538,1,0.0324,0.701,0.653,0.124,0.909,109.983,0
candlebox,breathe me in,2008,0,0.374,0.611,1,-5.51,0,0.0314,0.0242,2.05e-05,0.0747,0.326,130.119,0
cargo cult,helium,2005,0,0.635,0.725,8,-7.899,1,0.0337,0.112,0.497,0.0805,0.742,144.008,0
brad paisley,anything like me,2010,1,0.545,0.522,2,-9.241,1,0.0341,0.422,0,0.119,0.446,164.869,1
lee ann womack,why they call it falling,2004,1,0.541,0.336,4,-8.122,1,0.0298,0.491,0,0.0936,0.208,128.675,1
michael jackson,heaven can wait,2001,1,0.706,0.685,11,-3.669,1,0.0837,0.56,0,0.22,0.444,117.448,0
danny elfman,the kingdom - titles,2007,0,0.612,0.613,1,-13.796,1,0.0569,0.458,0.823,0.152,0.483,128.646,0
bersuit vergarabat,sencillamente,2005,0,0.747,0.62,6,-7.152,0,0.0269,0.323,0.000939,0.144,0.965,136.025,0
nine inch nails,only,2005,0,0.717,0.797,9,-5.678,0,0.0294,0.000743,0.00283,0.106,0.961,112.129,1
sugarbomb,gone,2001,0,0.562,0.92,2,-4.954,1,0.0426,7.62e-05,2.34e-06,0.244,0.538,139.795,0
tum tum,eat or get ate,2007,0,0.695,0.79,11,-3.285,0,0.205,0.014,0,0.103,0.697,144.451,0
luke bryan,what country is,2009,1,0.562,0.772,10,-4.068,1,0.0362,0.0932,0,0.0873,0.77,148.126,0
the all-american rejects,it ends tonight,2005,1,0.335,0.676,0,-4.68,1,0.0301,0.00275,0,0.141,0.341,175.845,1
foo fighters,overdrive,2002,0,0.393,0.985,2,-2.594,1,0.113,0.000196,0,0.153,0.309,157.958,0
luke vibert,mate tron,2007,0,0.703,0.726,0,-10.627,1,0.0373,0.00946,0.926,0.0644,0.462,124.995,0
aaron watson,thats what i like about a country song,2008,0,0.658,0.583,7,-9.211,1,0.0427,0.371,0,0.168,0.723,130.524,0
esser,headlock,2009,0,0.817,0.834,10,-6.389,0,0.098,0.00668,5.43e-06,0.162,0.743,122.03,0
puddle of mudd,away from me,2003,1,0.389,0.933,8,-2.916,1,0.106,0.000403,1.43e-06,0.183,0.162,154.739,1
pepper,stormtrooper (live),2009,0,0.452,0.819,11,-5.539,0,0.223,0.393,0,0.809,0.809,147.317,0
beenie man,king of the dancehall,2005,0,0.8,0.775,5,-6.762,0,0.102,0.309,0,0.0469,0.804,104.741,1
eminem,ricky ticky toc,2004,1,0.727,0.611,0,-4.878,1,0.399,0.0309,2.75e-06,0.178,0.51,172.238,0
jessica simpson,come on over,2008,0,0.675,0.859,11,-2.57,1,0.0318,0.214,0,0.117,0.556,110.037,1
breaking benjamin,breath,2006,0,0.351,0.869,5,-4.035,0,0.0509,0.00014,0.000206,0.0886,0.355,182.811,1
css,music is my hot hot sex,2006,0,0.741,0.717,8,-5.578,0,0.0446,0.016,0.00128,0.0607,0.899,100.012,1
lexie mountain boys,lullaby for the dead in our life,2008,0,0.116,0.123,6,-14,1,0.0387,0.95,0.000476,0.238,0.0386,69.762,0
u2,vertigo,2004,1,0.391,0.831,2,-3.892,1,0.0613,0.000153,0.00192,0.141,0.683,139.946,1
i hate sally,martha served,2007,0,0.192,0.987,1,-5.382,1,0.111,1.06e-05,0.681,0.818,0.202,103.886,0
carrie underwood,so small,2007,1,0.426,0.784,3,-3.225,1,0.0421,0.306,0,0.0695,0.272,147.939,1
mando diao,misty mountains,2007,0,0.361,0.909,7,-3.613,1,0.0958,0.0222,2.57e-06,0.117,0.686,152.277,0
k-os,heaven only knows,2002,0,0.677,0.404,5,-8.562,0,0.258,0.548,0,0.108,0.853,90.075,0
sylvia tosun,head over heels,2007,0,0.666,0.747,1,-7.948,1,0.0356,0.000438,0.051,0.637,0.688,125.794,0
dark party,active,2009,0,0.564,0.805,5,-4.156,0,0.0455,0.047,0.71,0.101,0.391,175.947,0
2raumwohnung,lachen und weinen,2001,0,0.863,0.62,1,-8.356,0,0.0565,0.0315,0.317,0.364,0.221,111.014,0
the ataris,the hero dies in this one,2003,0,0.447,0.876,2,-4.504,1,0.0403,0.000841,4.12e-05,0.104,0.467,145.774,0
disturbed,inside the fire,2008,1,0.463,0.962,7,-6.43,1,0.0704,0.000233,0.109,0.0906,0.66,94.003,1
baroness,grad,2007,0,0.281,0.449,3,-9.173,1,0.0472,0.00129,0.751,0.121,0.105,117.422,0
cassie,long way 2 go,2006,1,0.589,0.655,8,-8.138,1,0.0488,0.057,0.000353,0.372,0.675,105.272,1
kanye west,street lights,2008,0,0.641,0.488,1,-9.604,1,0.0349,0.0321,0.0293,0.233,0.441,125.497,0
ginuwine,in those jeans,2003,1,0.691,0.541,1,-5.873,1,0.0776,0.508,0,0.0753,0.319,127.683,1
the presets,truth and lies,2005,0,0.599,0.946,7,-6.17,1,0.0423,0.00123,0.779,0.358,0.313,118.994,0
justin bieber,that should be me,2010,1,0.533,0.627,8,-5.584,1,0.0333,0.198,0,0.182,0.263,139.919,1
phil vassar,six-pack summer,2000,1,0.725,0.733,0,-6.66,1,0.0242,0.508,0,0.173,0.843,100.311,1
natasha bedingfield,love like this,2008,1,0.781,0.791,7,-3.903,0,0.0468,0.145,0,0.127,0.902,76.998,0
showbread,dinosaur bones,2006,0,0.684,0.97,7,-4.699,1,0.123,0.00821,4.26e-05,0.0569,0.507,112.713,0
sara bareilles,king of anything,2010,0,0.676,0.762,1,-4.172,1,0.0351,0.461,0,0.0574,0.81,119.003,1
glee cast,last christmas,2010,1,0.63,0.757,5,-6.005,1,0.0254,0.00716,0,0.348,0.65,106.885,1
marco beltrami,not a kid anymore,2009,0,0.202,0.0148,7,-30.679,0,0.0519,0.964,0.952,0.0842,0.0386,109.499,0
casiotone for the painfully alone,dying batteries,2001,0,0.745,0.276,0,-17.224,1,0.119,0.996,0.697,0.143,0.341,77.468,0
mance lipscomb,so different blues,2009,0,0.513,0.367,1,-9.671,1,0.036,0.915,0,0.21,0.532,77.917,0
deepest blue,is it a sin,2004,0,0.388,0.753,11,-7.506,1,0.0337,0.145,6.21e-06,0.11,0.391,169.782,0
ray lamontagne,you are the best thing,2008,0,0.579,0.727,10,-4.872,1,0.0332,0.0304,1.99e-05,0.172,0.885,170.593,1
casiotone for the painfully alone,nashville parthenon,2007,0,0.816,0.42,0,-10.829,1,0.109,0.00189,0.686,0.059,0.852,141.953,0
avril - remix by ana rago,the date (remix by ana rago),2002,0,0.303,0.243,6,-17.821,1,0.0447,0.812,0,0.294,0.238,116.863,0
mithotyn,guided by history,2008,0,0.156,0.91,7,-7.013,1,0.0741,3.49e-06,0.888,0.37,0.196,106.304,0
mariachi silvestre vargas,cielito lindo,2009,0,0.264,0.295,7,-11.729,1,0.0327,0.907,0.458,0.142,0.328,177.397,0
keith urban,your everything,2007,1,0.549,0.54,9,-5.76,1,0.027,0.0399,0,0.0688,0.361,139.714,1
x-ecutioners,play that beat,2002,0,0.551,0.85,7,-5.616,0,0.0524,0.0136,0.0586,0.25,0.789,113.914,0
99 posse,rafaniello,2007,0,0.804,0.586,7,-12.546,1,0.0543,0.00667,0.00434,0.0626,0.619,101.865,0
mya featuring jadakiss,best of me,2000,0,0.676,0.727,9,-8.633,0,0.14,0.155,0,0.0629,0.646,86.695,1
guns n roses,catcher in the rye,2008,1,0.332,0.924,4,-6.722,1,0.0511,0.0393,0.00529,0.348,0.388,170.424,0
vuneny,curse of sound (dub mix),2006,0,0.307,0.784,8,-8.32,1,0.0373,0.000427,0.893,0.149,0.418,99.963,0
christina aguilera,cruz,2002,1,0.474,0.641,5,-4.339,1,0.0373,0.321,0,0.149,0.332,139.622,0
ginuwine,stingy,2003,1,0.622,0.573,1,-6.934,0,0.0547,0.26,0,0.173,0.617,127.132,1
riddlin kids,stop the world,2004,0,0.298,0.936,4,-3.142,1,0.0724,0.000262,4.42e-05,0.21,0.766,144.718,0
babylon disco,error,2007,0,0.257,0.797,10,-11.055,0,0.11,0.000142,0.893,0.527,0.0649,179.966,0
kyle eastwood,samba de paris,2009,0,0.483,0.54,10,-12.192,1,0.0317,0.617,0.798,0.0653,0.531,110.677,0
seal,prayer for the dying (live in paris),2005,1,0.265,0.84,5,-6.57,1,0.0458,0.11,3.28e-05,0.966,0.394,101.506,0
sum 41,fat lip,2001,0,0.574,0.911,9,-5.176,1,0.0715,0.000618,0,0.0769,0.573,98.075,1
kanye west / lupe fiasco,touch the sky,2005,0,0.597,0.848,9,-4.835,1,0.355,0.0158,0,0.374,0.545,106.302,0
bt,henrys death,2005,0,0.471,0.865,11,-8.2,0,0.0401,0.0207,0.71,0.0947,0.448,150.049,0
marcio faraco,sarapatel humano,2003,0,0.828,0.406,0,-13.594,1,0.0598,0.557,0.299,0.0943,0.435,134.76,0
elliot goldenthal,bullet frenzy,2003,0,0.174,0.532,2,-13.42,1,0.0583,0.118,0.899,0.156,0.0991,90.862,0
beyonce,halo,2008,1,0.508,0.72,11,-5.908,0,0.0628,0.272,0,0.0563,0.472,79.983,1
shawty lo,dey know,2007,0,0.428,0.714,8,-5.574,1,0.399,0.0895,0,0.766,0.678,110.017,1
mastodon,megalodon,2004,0,0.268,0.982,2,-6.778,1,0.0543,3.5e-06,0.873,0.137,0.366,131.2,0
bill perry,man  on the side,2004,0,0.282,0.652,9,-6.353,0,0.0299,0.119,0.373,0.35,0.432,109.106,0
soul ballet,tuscan chica,2007,0,0.808,0.534,9,-7.047,0,0.0722,0.00872,0.807,0.0889,0.684,100.99,0
pretty ricky,on the hotline,2007,1,0.687,0.871,6,-5.469,1,0.171,0.0133,0,0.122,0.629,92.998,1
avant,makin good love,2002,1,0.793,0.647,4,-3.924,0,0.0383,0.239,0,0.124,0.718,142.268,1
gg allin,garbage dump,2009,0,0.441,0.609,10,-12.051,0,0.0541,0.473,0,0.276,0.645,85.549,0
hot club of cowtown,the magic violin,2009,0,0.637,0.762,11,-8.895,0,0.0681,0.494,0.793,0.159,0.961,148.036,0
backstreet boys,incomplete,2005,1,0.437,0.589,4,-4.834,1,0.0331,0.231,0,0.0768,0.165,133.631,1
blue october,hate me,2006,0,0.384,0.685,4,-5.724,0,0.0356,0.513,0,0.098,0.202,92.166,1
vhs or beta,forever,2004,0,0.575,0.894,1,-6.187,0,0.0305,0.000138,0.252,0.124,0.452,123.873,0
corina,whispers,2005,0,0.652,0.803,4,-12.688,0,0.0546,0.00942,0.00183,0.349,0.441,122.699,1
omarion featuring gucci mane,i get it in,2010,0,0.721,0.797,5,-4.549,0,0.135,0.00274,0,0.0841,0.674,154.086,1
cupid,cupid shuffle,2007,0,0.785,0.582,5,-4.877,0,0.237,0.191,0,0.2,0.861,71.774,1
bebo norman,britney,2008,0,0.623,0.567,5,-6.317,1,0.0266,0.0786,0.00427,0.109,0.514,95.943,0
gerald clayton,two heads one pillow,2009,0,0.511,0.33,10,-14.326,1,0.0622,0.0197,0.787,0.138,0.362,143.297,0
garth brooks,more than a memory,2010,0,0.543,0.342,1,-8.162,1,0.0304,0.555,0,0.115,0.244,137.292,1
jaime urrutia,azzurro,2005,0,0.7,0.875,5,-5.979,0,0.0441,0.00953,0,0.3,0.707,120.157,0
thirty seconds to mars,from yesterday,2005,0,0.467,0.876,10,-4.841,1,0.0693,0.00578,0.00592,0.035,0.131,135.055,1
michael jackson,you rock my world,2001,1,0.854,0.673,4,-3.132,0,0.185,0.038,0.000227,0.255,0.955,95,1
rihanna,we ride,2006,0,0.394,0.744,5,-5.465,0,0.276,0.00175,0,0.308,0.772,78.696,0
alexandre desplat,high-speed french train,2009,0,0.763,0.259,10,-18.913,1,0.0425,0.623,0.256,0.196,0.181,119.978,0
sheryl crow,soak up the sun,2002,1,0.715,0.75,4,-4.898,1,0.0448,0.0418,0,0.139,0.71,119.992,1
zac brown band,chicken fried,2008,1,0.566,0.713,6,-4.25,1,0.0417,0.645,0,0.114,0.807,169.864,1
mika,grace kelly,2007,1,0.678,0.847,0,-5.825,1,0.0519,0.0219,0.0329,0.373,0.601,122.287,1
lot lorien,byal ravnec,2010,0,0.334,0.599,5,-7.875,0,0.0329,0.534,0.328,0.338,0.398,163.011,0
heavy d,private dancer,2008,0,0.54,0.734,2,-5.789,1,0.237,0.108,0,0.0503,0.719,76.563,0
martina mcbride,concrete angel,2001,1,0.622,0.392,1,-9.737,1,0.0253,0.498,0,0.146,0.274,77.991,1
zombie girl,the darkness (komor kommando mix),2009,0,0.659,0.637,11,-8.497,0,0.0314,0.00205,0.0102,0.1,0.0858,120.029,0
mario,how could you,2004,0,0.843,0.48,11,-7.031,0,0.143,0.0468,0,0.081,0.743,122.005,1
richie ray & bobby cruz,el gallo y la vaca,2006,0,0.708,0.83,7,-5.187,1,0.0431,0.137,2.49e-06,0.614,0.954,101.734,0
keith urban,kiss a girl,2009,1,0.653,0.786,2,-5.418,1,0.0338,0.0103,2.19e-06,0.201,0.477,120.992,1
autumnblaze,her golden robe in silence veiled,2009,0,0.353,0.602,9,-11.948,0,0.0377,0.0126,0.591,0.1,0.451,118.751,0
hinder,better than me,2005,0,0.452,0.675,2,-5.172,0,0.0305,0.206,1.27e-06,0.172,0.23,139.87,1
bongzilla,witch weed (live),2007,0,0.115,0.905,9,-7.437,1,0.131,0.000188,0.209,0.189,0.193,83.979,0
the killers,show you how,2007,1,0.247,0.574,2,-5.855,1,0.0961,0.00103,1.68e-05,0.137,0.446,168.291,0
hoku,another dumb blonde,2000,0,0.69,0.932,1,-4.747,1,0.0841,0.242,0,0.0825,0.517,123.9,1
deekline & wizard,sun is shining,2004,0,0.712,0.851,0,-7.133,1,0.0521,0.0222,0.7,0.182,0.88,136.065,0
saliva,always,2002,0,0.363,0.916,1,-4.344,1,0.0634,0.00944,0,0.174,0.38,182.131,1
paris hilton,stars are blind,2006,0,0.745,0.695,2,-5.076,1,0.0271,0.00593,0,0.0615,0.519,102.014,1
carlos ponce,quiero,2002,0,0.441,0.902,7,-6.025,1,0.0458,0.0111,0,0.286,0.606,89.508,0
christina aguilera,beautiful,2002,1,0.457,0.573,5,-3.866,0,0.0275,0.578,3.05e-06,0.114,0.0992,76.193,0
bone thugs-n-harmony,2 glocks,2000,1,0.897,0.555,1,-5.6,0,0.147,0.0103,5.41e-06,0.0857,0.818,94.056,0
pearl jam,inside job,2006,1,0.283,0.487,4,-7.979,0,0.0397,0.329,0.0101,0.205,0.0739,109.685,0
pascal obispo,la machine,2007,0,0.554,0.875,4,-7.976,1,0.0614,0.0788,3.2e-05,0.954,0.301,130.063,0
josh gracin,nothin to lose,2004,0,0.612,0.884,7,-3.92,1,0.0372,0.394,1.44e-06,0.434,0.877,121.007,1
green day,21 guns,2009,0,0.268,0.742,5,-4.939,1,0.0355,0.0518,0,0.626,0.416,159.779,1
bleed the sky,kettle black,2008,0,0.474,0.942,3,-6.14,0,0.0952,0.00133,0.0294,0.217,0.157,116.057,0
matisyahu,exaltation,2005,0,0.662,0.625,5,-8.104,1,0.0512,0.075,2.66e-05,0.613,0.586,90.534,0
warren barfield,unleashed,2006,0,0.703,0.693,4,-6.274,1,0.0663,0.276,0,0.537,0.933,98.092,0
radiohead,everything in its right place,2000,0,0.293,0.462,5,-11.412,0,0.0453,0.699,0.0444,0.0954,0.0623,124.004,0
glee cast,you cant always get what you want,2009,1,0.234,0.745,7,-6.017,1,0.0524,0.175,0,0.295,0.41,93.825,1
a different breed of killer,the cleansing apparatus,2008,0,0.514,0.967,3,-5.511,0,0.138,0.000869,0.329,0.247,0.299,107.507,0
shriekback,squanderer,2007,0,0.495,0.882,8,-5.97,1,0.118,0.0088,0.0378,0.302,0.58,175.242,0
soilent green,daydreaming the color of blood,2001,0,0.317,0.949,2,-6.379,1,0.0896,8.22e-05,0.199,0.0605,0.461,122.455,0
arctic monkeys,dancing shoes,2006,0,0.522,0.889,1,-4.137,1,0.0461,0.00328,0,0.345,0.852,144.499,0
lady antebellum,hello world,2010,1,0.427,0.531,8,-6.985,1,0.0297,0.0555,0.00106,0.0835,0.145,111.079,1
long beach dub allstars,kablammin it,2001,0,0.589,0.779,5,-3.674,1,0.0717,0.0139,0,0.0962,0.582,139.066,0
jennifer lopez,play,2001,1,0.775,0.729,1,-4.229,0,0.162,0.0303,0.00247,0.0361,0.895,104.719,0
ll cool j / amil,hello,2000,0,0.774,0.628,10,-4.204,0,0.119,0.00727,0.009,0.0966,0.552,92.079,0
vitamin c,the itch,2001,1,0.694,0.947,11,-3.91,0,0.0546,0.00621,0.0395,0.133,0.518,105.019,1
michael jackson,black or white,2005,1,0.741,0.894,4,-3.826,1,0.0495,0.0824,0.0527,0.089,0.96,114.869,1
jars of clay,love me,2006,1,0.476,0.929,2,-4.949,1,0.0528,0.000945,0.000409,0.0972,0.425,127.977,0
eddie turner,resurrection,2006,0,0.178,0.549,2,-4.408,0,0.0327,0.024,0.914,0.109,0.367,178.878,0
brad paisley,then,2009,1,0.493,0.643,0,-5.19,1,0.0299,0.512,2.42e-05,0.209,0.3,144.717,1
scott matthews,underlying lies,2009,0,0.504,0.653,10,-8.308,1,0.0381,0.0149,0.0109,0.0814,0.235,99.993,0
hannah montana,lifes what you make it,2007,1,0.633,0.936,0,-3.252,1,0.0493,0.041,0,0.589,0.832,143.984,1
dokken,disease,2008,0,0.313,0.985,6,-4.999,1,0.102,0.000376,0.00185,0.323,0.173,178.159,0
kandi,dont think im not,2000,0,0.859,0.622,11,-8.196,1,0.0445,0.0661,0,0.0394,0.433,134.007,1
paul avgerinos,in my heart,2001,0,0.0706,0.0668,4,-26.717,1,0.0487,0.976,0.978,0.108,0.0279,76.312,0
george michael,amazing,2004,1,0.805,0.754,10,-6.825,0,0.0394,0.0884,1.77e-06,0.117,0.88,128.429,0
tha liks,da da da da,2001,0,0.633,0.844,9,-5.101,1,0.404,0.0227,0,0.0786,0.823,94.263,0
charice,note to god,2010,0,0.52,0.586,9,-5.383,1,0.0384,0.519,1.03e-06,0.0783,0.0637,120.119,1
fever ray,when i grow up,2009,0,0.472,0.631,0,-9.66,1,0.0526,0.362,0.533,0.153,0.548,122.538,0
f.l.y. (fast life yungstaz),swag surfin,2009,0,0.734,0.921,11,-5.663,0,0.0436,0.0144,0,0.0998,0.678,144.013,1
bryan ferry,going down,2002,0,0.672,0.718,4,-9.712,0,0.0365,0.499,0.705,0.168,0.92,157.722,0
the veronicas,take me on the floor,2007,0,0.61,0.9,11,-2.304,0,0.0453,0.00345,7.86e-06,0.272,0.621,139.969,1
relient k,be my escape,2004,0,0.554,0.864,9,-5.062,1,0.0394,0.00605,0,0.132,0.299,112.523,1
rihanna,dont stop the music,2008,1,0.835,0.669,6,-5.582,0,0.0643,0.0336,6.92e-05,0.0535,0.542,122.668,1
noisettes,bridge to canada,2007,0,0.473,0.95,2,-2.192,0,0.166,0.0213,4.62e-05,0.0742,0.465,119.766,0
wolfmother,dimension,2006,0,0.484,0.749,11,-4.17,0,0.0327,0.0186,0.0099,0.436,0.613,142.165,0
r.l. burnside,rollin and tumblin,2004,0,0.612,0.911,8,-5.028,1,0.0514,0.000705,0.114,0.127,0.844,106.009,0
rascal flatts,winner at a losing game,2007,1,0.443,0.599,7,-6.604,1,0.026,0.207,0,0.107,0.399,171.879,1
paul cantelon,the other boleyn girl - opening titles,2008,0,0.27,0.145,0,-17.892,0,0.0335,0.807,0.219,0.0761,0.0351,86.745,0
alicia keys,a womans worth,2001,1,0.667,0.41,4,-8.323,0,0.138,0.331,0,0.064,0.493,75.069,1
photo atlas,red orange yellow,2007,0,0.259,0.852,9,-5.258,1,0.0829,0.000157,0.000164,0.134,0.441,167.684,0
kt tunstall,boo hoo,2006,0,0.664,0.531,7,-6.838,1,0.0278,0.487,0.000178,0.123,0.488,127.847,0
mademoiselle sane,cabaret,2007,0,0.687,0.738,5,-5.682,0,0.0558,0.638,0,0.492,0.96,121.892,0
daddy yankee,llamado de emergencia,2008,0,0.699,0.91,4,-4.405,0,0.036,0.217,2.66e-06,0.146,0.792,97.971,0
john mayall,the witching hour,2002,0,0.5,0.827,5,-5.086,0,0.0589,0.00374,0.000135,0.15,0.715,173.38,0
it dies today,one the road (to damnation),2006,0,0.329,0.963,4,-3.501,1,0.145,1.87e-05,0.00138,0.222,0.205,116.847,0
linkin park,faint,2003,1,0.554,0.978,4,-3.554,1,0.131,0.111,0,0.0731,0.594,135.095,1
shedaisy,passenger seat,2004,1,0.465,0.85,9,-3.224,1,0.0403,0.0304,1.12e-06,0.0268,0.785,156.111,1
snowgoons,platoon goons,2009,0,0.604,0.902,5,-4.382,0,0.343,0.00488,0,0.38,0.436,96.002,0
crystal bowersox,up to the mountain,2010,0,0.351,0.362,0,-6.573,1,0.0275,0.701,4.52e-06,0.122,0.151,115.135,1
anti-flag,the gre(a)t depression,2009,0,0.248,0.952,11,-4.835,1,0.0815,0.00035,0,0.0977,0.372,145.978,0
fake problems,tabernacle song,2009,0,0.401,0.656,0,-6.254,1,0.0311,0.0146,0,0.154,0.48,103.463,0
evanescence,call me when youre sober,2006,0,0.45,0.883,7,-4.094,1,0.0524,0.00193,0,0.293,0.328,93.41,1
lil wayne,a milli,2008,1,0.679,0.684,6,-8.559,1,0.278,0.0527,0.000895,0.177,0.755,151.748,1
kenny chesney,dont blink,2007,1,0.604,0.605,4,-8.516,1,0.0352,0.115,1.22e-05,0.305,0.647,147.925,1
vilma palma e vampiros,bye bye,2003,0,0.634,0.84,6,-5.933,1,0.0351,0.00168,0.0237,0.207,0.393,97.998,0
toby keith,bullets in the gun,2010,1,0.611,0.787,9,-5.957,1,0.073,0.308,1.24e-05,0.0835,0.428,120.099,1
camron,what means the world to you,2005,0,0.857,0.851,0,-7.851,1,0.293,0.0849,0,0.316,0.899,143.737,1
marc shaiman,best in la,2007,0,0.122,0.0145,5,-25.444,1,0.0378,0.993,0.746,0.0771,0.0397,75.588,0
life in your way,when rules change,2005,0,0.23,0.94,5,-4.774,1,0.0871,0.00017,1.15e-05,0.784,0.299,90.901,0
sticky fingaz,oh my god,2000,0,0.704,0.815,1,-5.433,1,0.247,0.00756,2.06e-06,0.928,0.435,90.998,0
blue october,blue skies,2009,1,0.642,0.963,7,-6.915,1,0.154,0.048,0,0.178,0.417,116.884,0
alex ubago,ciudad desierta,2009,0,0.513,0.763,7,-5.562,1,0.0305,0.214,1.45e-06,0.268,0.488,135.016,0
al b. sure!,right now,2003,0,0.635,0.522,2,-10.498,1,0.0536,0.306,0,0.127,0.47,163.881,1
klaus badelt,severe severing,2007,0,0.0877,0.155,9,-21.729,0,0.0393,0.767,0.93,0.107,0.0377,83.956,0
mary black,turning away,2000,0,0.645,0.529,0,-8.443,0,0.0339,0.255,0.000339,0.12,0.367,163.563,0
snoop dogg,still a g thang,2005,1,0.876,0.745,11,-3.149,0,0.257,0.0886,0,0.174,0.582,98.009,1
showbread,nothing matters anymore,2009,0,0.31,0.961,9,-3.794,1,0.0456,0.000396,0,0.656,0.234,164.939,0
lily allen,ldn (warbox original cut dub),2009,0,0.747,0.809,0,-7.977,1,0.0478,0.00387,0.47,0.118,0.878,99.978,0
afi,summer shudder,2006,1,0.485,0.939,1,-4.117,1,0.0817,0.000895,2.04e-05,0.576,0.395,85.04,0
open hand,11th street,2003,0,0.199,0.908,10,-4.644,1,0.0795,0.00703,1.89e-06,0.793,0.462,154.59,0
fergie,big girls dont cry,2006,1,0.712,0.647,7,-4.277,1,0.0336,0.239,0,0.0955,0.292,113.116,1
crucial conflict,ride out dip,2008,0,0.906,0.754,8,-5.857,0,0.0978,0.0324,3.21e-05,0.0788,0.962,147.997,0
dj harry,round the wheel,2001,0,0.649,0.916,1,-9.625,1,0.0362,0.13,0.865,0.18,0.802,133.537,0
ashlee simpson,pieces of me,2004,1,0.5,0.802,2,-4.205,1,0.104,0.0535,0,0.103,0.739,174.039,1
sneaky sound system,lost in the future,2008,0,0.628,0.882,7,-3.633,1,0.0546,0.00505,5.19e-06,0.111,0.696,129.967,0
backstreet boys,drowning,2001,1,0.568,0.782,6,-5.968,1,0.0396,0.0799,0,0.0985,0.481,141.942,1
